Startup,Industry,Technology,Region,Employee count,Total funding €,Website
ENFORGE PC,Manufacturing,"AI, Data Analytics - Big Data, Other, Software, Web or Mobile Application",Attica,3,-
Engineers For Business S.A.,AgriTech / FoodTech,"Blockchain, Cloud Computing, Drones, IoT, Robotics, Sensors, Software, Web or Mobile Application",Central Macedonia,5,-
ENGINIUS IKE,Advertising & Marketing (AdTech),"AR/VR, Blockchain, Cloud Computing, Networks, Sensors, Software, Web or Mobile Application",Attica,3,45K
Enios Applications PC,"Life Sciences (MedTech, HealthTech, BioTech)","AI, Cloud Computing, Data Analytics - Big Data, Diagnostic/Imaging, Software",Attica,5,-
ENNEAS IKE,"Art, Cultural & Creative Industries","3D Printing, AI, AR/VR, Data Analytics - Big Data, Hardware, IoT, Sensors, Software, Web or Mobile Application",Attica,8,-
ENTELECHY,Data Analytics - Big Data,"AI, Blockchain, Cloud Computing, Data Analytics - Big Data, IoT, Networks, Other, Software",Attica,1,-
eNVy softworks,"Entertainment/Media (Games, Sports, Social)","AR/VR, IoT, Other, Sensors, Software, Web or Mobile Application",Western Greece,8,18K
ENZYCEUTICALS IKE,"Life Sciences (MedTech, HealthTech, BioTech)","Cleantech, Other",Attica,3,-
EnzyQuest PC,"Life Sciences (MedTech, HealthTech, BioTech)",Other,Crete,10,800K
EPOPTIA I.K.E.,Manufacturing,"AI, IoT, Other, Software, Web or Mobile Application",Attica,7,185K
Estate Brains,"Real Estate (PropTech, Construction)","AI, Data Analytics - Big Data, Software",Attica,3,-
EUMMENA IKE,EduTech - Education,"AI, AR/VR, Cloud Computing, Data Analytics - Big Data, Software, Web or Mobile Application",Attica,3,100K
European Publishing,Other,Other,Crete,8,-
EV Loader,"Environment & Energy (GreenTech, CleanTech)","Blockchain, Cleantech, Distributed Ledger, Hardware, IoT, Networks, Sensors, Software, Web or Mobile Application",Attica,5,-
EV PLUS,Mobility,"AI, Data Analytics - Big Data, IoT, Software, Web or Mobile Application",Central Macedonia,2,-
EVO Human Performance,"Life Sciences (MedTech, HealthTech, BioTech)","AI, Cloud Computing, Diagnostic/Imaging, Hardware, IoT, Other, Sensors, Software",Attica,8,250K
Exandia,Logistics & Transportation,"Cloud Computing, Data Analytics - Big Data, Software, Web or Mobile Application",Central Macedonia,23,100
Exascale Performance Systems - EXAPSYS P.C.,Other,"AI, Cloud Computing, Drones, Hardware",Crete,12,-
EXM P.C.,"Environment & Energy (GreenTech, CleanTech)","AI, Blockchain, Cloud Computing, Data Analytics - Big Data, Hardware, IoT, Networks, Sensors, Software",Attica,6,-
EXPERSOLO ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ,Travel / Hospitality / Leisure,"AI, Web or Mobile Application",Attica,1,-
EXPERTISE ΙΚΕ,EduTech - Education,Cloud Computing,Central Macedonia,5,-
EXTRATECH ANALYTICAL SOLUTIONS S.M.P.C. - ΕΛΕΥΘΕΡΙΑ ΨΥΛΛΑΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ,"Environment & Energy (GreenTech, CleanTech)","Cleantech, Other",Crete,2,-
EYE-PCR BV,Advertising & Marketing (AdTech),Other,Crete,7,-
FAIRLO,Advertising & Marketing (AdTech),"AI, Data Analytics - Big Data, Software, Web or Mobile Application",Crete,9,-
Fantasy Sports Interactive Hellas Limited,Other,Software,Attica,11,-
farmB - Digital Agriculture S.A.,AgriTech / FoodTech,"AI, Cloud Computing, Data Analytics - Big Data, Drones, IoT, Robotics, Sensors, Software, Web or Mobile Application",Central Macedonia,8,-
FEAC Engineering P.C.,Maritime,"3D Printing, Cloud Computing, Nanotech, Other, Software",Western Greece,7,-
Feel Therapeutics (FKA Sentio Solutions),"Life Sciences (MedTech, HealthTech, BioTech)","AI, Cloud Computing, Data Analytics - Big Data, Hardware, Sensors, Software, Web or Mobile Application",Attica,30,-
FERON TECHNOLOGIES P.C.,Other,"Hardware, Networks, Robotics, Software",Attica,4,75K
Ferryhopper,Travel / Hospitality / Leisure,"Software, Web or Mobile Application",Attica,100,3.2M
Ferryscanner Μονοπρόσωπη IKE,Travel / Hospitality / Leisure,Web or Mobile Application,Attica,15,-
Fertilai,"Life Sciences (MedTech, HealthTech, BioTech)","AI, Data Analytics - Big Data, Software",Central Macedonia,4,-
FERTO,Logistics & Transportation,Web or Mobile Application,Attica,5,400K
FIELDSCALE IKE,Other,"Cloud Computing, Sensors, Software",Central Macedonia,6,550K
FILINTOGLOU KYRIAKOS PLC - HENANOTEC,Manufacturing,Nanotech,Central Macedonia,-,32K
Finclude,FinTech – Financial Services (WealthTech),"AI, Cloud Computing, Data Analytics - Big Data, Software",Attica,12,2M
Finloup,FinTech – Financial Services (WealthTech),"AI, Data Analytics - Big Data, Web or Mobile Application",Attica,12,1M
FITNESS MEALS,AgriTech / FoodTech,"AI, Software, Web or Mobile Application",Attica,32,-
FLEXCAR ΕΚΜΙΣΘΩΣΗ ΚΑΙ ΠΩΛΗΣΗ ΟΧΗΜΑΤΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,Mobility,Other,Attica,140,-
FlexFin Μονοπρόσωπη Ανώνυμη Εταιρεία Πρακτορείας Επιχειρηματικών Απαιτήσεων,FinTech – Financial Services (WealthTech),Other,Attica,21,-
FLIIP IKE,Mobility,"Data Analytics - Big Data, IoT, Sensors",Central Greece,5,-
FLYEE PRIVATE COMPANY,Logistics & Transportation,"AI, Data Analytics - Big Data, Drones, Hardware, Networks, Sensors, Software, Web or Mobile Application",Central Macedonia,-,-
FOGUS INNOVATIONS & SERVICES IKE,Other,"IoT, Networks, Sensors, Software, Web or Mobile Application",Attica,10,-
FOODOXYS PC SPIN-OFF,AgriTech / FoodTech,Other,Thessaly,3,250K
FOUR SECTORS ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,Manufacturing,"AI, Robotics",1,-
Fraud Line whistleblowing Services,FinTech – Financial Services (WealthTech),"Blockchain, Distributed Ledger, Other, Software, Web or Mobile Application",Attica,4,281K
FresCon Tehnologies,AgriTech / FoodTech,"Robotics, Sensors",Attica,2,10K
Fuelics ΙΚΕ,Manufacturing,"3D Printing, AI, Blockchain, Cloud Computing, Data Analytics - Big Data, Hardware, IoT, Networks, Sensors, Software, Web or Mobile Application",Attica,3,-
FUND4ALL,FinTech – Financial Services (WealthTech),"AI, Cloud Computing, Data Analytics - Big Data, Software, Web or Mobile Application",Attica,4,-
FUTURRE CAPITAL INVESTORS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,"Real Estate (PropTech, Construction)","AI, Cleantech, Other, Web or Mobile Application",Attica,-,75K
G-drill ΙΚΕ,Manufacturing,Hardware,Attica,5,-
GAIA ROBOTICS IKE,AgriTech / FoodTech,"3D Printing, AI, Blockchain, Data Analytics - Big Data, Drones, Hardware, IoT, Robotics, Sensors, Software, Web or Mobile Application",Western Greece,5,-
Gaming Brotherhood,RetailTech – E-Commerce - FashionTech,"AI, Cloud Computing, Other, Web or Mobile Application",Attica,5,-
Generation Y International E Bussiness Experts ΙΚΕ,Advertising & Marketing (AdTech),"AI, Cloud Computing, Data Analytics - Big Data, Software",Attica,43,-
GENOME ANALYSIS IKE,"Life Sciences (MedTech, HealthTech, BioTech)","AI, Diagnostic/Imaging, Sensors",Attica,2,-
GEObit P.C.,Manufacturing,"AI, IoT, Sensors, Software",Western Greece,2,100K
Geoinformatics IKE,Data Analytics - Big Data,"AI, Data Analytics - Big Data, Sensors, Web or Mobile Application",Attica,3,-
GEOMISO SINGLE MEMBER PRIVATE COMPANY,Other,"Cloud Computing, Software, Web or Mobile Application",Thessaly,10,870K
Gerobo International,Manufacturing,"AI, Cleantech, Drones, Hardware, Networks, Robotics, Sensors, Software, Web or Mobile Application",Attica,12,-
GET2WORK MON IKE,"Life Sciences (MedTech, HealthTech, BioTech)","Cloud Computing, Software, Web or Mobile Application",Attica,5,215K
GIZELIS ROBOTICS SA,Manufacturing,"3D Printing, AI, Cloud Computing, IoT, Networks, Robotics, Sensors, Web or Mobile Application",Central Greece,21,-
Globyworks Ventures PC,"Entertainment/Media (Games, Sports, Social)","AI, Blockchain, Cloud Computing, Data Analytics - Big Data, Diagnostic/Imaging, Software, Web or Mobile Application",Attica,2,-
Gnosis Assessment Hellas SA,EduTech - Education,Software,Western Macedonia,5,100K
Goodfairy ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,InsurTech - Insurance,Web or Mobile Application,Attica,-,16K
Got It Technologies,Logistics & Transportation,Web or Mobile Application,Attica,-,-
GRABI SMART SOLUTIONS IKE,AgriTech / FoodTech,"AI, Cleantech, Data Analytics - Big Data, Hardware, IoT, Sensors, Software, Web or Mobile Application",Central Macedonia,-,75K
GRANDMAMA SA,"Life Sciences (MedTech, HealthTech, BioTech)","AI, Blockchain, Data Analytics - Big Data, Software, Web or Mobile Application",Attica,9,118K
GRAPEVINE DIGITAL S.A.,Other,"AI, Cloud Computing, Data Analytics - Big Data, Software, Web or Mobile Application",Attica,25,-
Grecian Living,AgriTech / FoodTech,Other,Attica,7,-
GRECIOT PRIVATE COMPANY,Other,"Hardware, IoT, Sensors, Software",Central Macedonia,2,-
GREEKING ME,Travel / Hospitality / Leisure,Web or Mobile Application,Attica,11,-
GREEN AND GO PC,"Environment & Energy (GreenTech, CleanTech)","AI, Data Analytics - Big Data, Diagnostic/Imaging, IoT, Networks, Software, Web or Mobile Application",Central Macedonia,40,-
GREEN HIGHLIGHT ΜΟΝ. IKE,Manufacturing,"Cleantech, Hardware, IoT, Other",Attica,1,100K
Green Innovation & Vehicle Engineering MON IKE,Mobility,"AI, Drones, Hardware, IoT, Other, Robotics, Software",Attica,7,240K
GREEN PANDA ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,"Environment & Energy (GreenTech, CleanTech)","Hardware, Software, Web or Mobile Application",Attica,10,-
GreenCityParking P.C.,Manufacturing,"AI, Cleantech, Data Analytics - Big Data, Hardware, IoT, Sensors, Software, Web or Mobile Application",Central Macedonia,5,-
Greener than Green Technologies AE,"Environment & Energy (GreenTech, CleanTech)","Cleantech, Hardware, Other",Attica,2,948K
Grekaddict.com,Travel / Hospitality / Leisure,Other,Attica,5,-
GROUPNOW Singleperson PC,Other,"Other, Software",Crete,1,-
GUARDIAN TELEMATICS SA,"Life Sciences (MedTech, HealthTech, BioTech)","AI, Data Analytics - Big Data, Sensors, Software, Web or Mobile Application",Attica,30,2.9M
GX BLOCKS ENERGY S.A.,FinTech – Financial Services (WealthTech),"AI, Blockchain, Cloud Computing, Distributed Ledger",Attica,7,100K
Hack The Box Single Member Private Company,EduTech - Education,"Cloud Computing, Software, Web or Mobile Application",Attica,73,12.02M
HELLAKMON ENVIRONMENTAL-ENERGY PRIVATE COMPANY,Advertising & Marketing (AdTech),"Cleantech, Other",Attica,1,-
Hellenic Development and Testing Electronics PC,"Life Sciences (MedTech, HealthTech, BioTech)","AI, Hardware, Sensors, Web or Mobile Application",Central Greece,1,-
Hellenic Drones S.A,AgriTech / FoodTech,"3D Printing, AI, AR/VR, Cloud Computing, Data Analytics - Big Data, Diagnostic/Imaging, Drones, Hardware, IoT, Networks, Other, Robotics, Sensors, Software, Web or Mobile Application",Attica,10,-
HELLENIC INSTRUMENTS,Defence Systems,"3D Printing, AI, AR/VR, Data Analytics - Big Data, Drones, Hardware, IoT, Networks, Robotics, Sensors, Software, Web or Mobile Application",Attica,12,1.14M
Helvia Technologies IKE,Other,"AI, Software, Web or Mobile Application",Attica,30,-
HERADO,"Life Sciences (MedTech, HealthTech, BioTech)","Cloud Computing, Data Analytics - Big Data, Hardware, IoT, Sensors, Software",Attica,12,-
HERMES HEALTHCARE GREECE,"Life Sciences (MedTech, HealthTech, BioTech)","Cloud Computing, Data Analytics - Big Data, IoT, Software, Web or Mobile Application",Central Macedonia,-,-
HIDDEN DIGITAL IKE,EduTech - Education,"AR/VR, Software, Web or Mobile Application",Attica,-,-
HLECTRON (ΗΛΕΚΤΡΟΝ Ι.Κ.Ε.),"Life Sciences (MedTech, HealthTech, BioTech)","Hardware, Nanotech, Other",Western Greece,2,-
HOLISTIC,"Environment & Energy (GreenTech, CleanTech)","AI, Data Analytics - Big Data, IoT, Sensors",Attica,10,-
Home Automation and More Private Company,"Environment & Energy (GreenTech, CleanTech)","AI, Data Analytics - Big Data, Hardware, IoT, Sensors, Software, Web or Mobile Application",Central Macedonia,4,-
Home Inspection Single Member PC,"Real Estate (PropTech, Construction)","Diagnostic/Imaging, Other, Web or Mobile Application",Central Macedonia,3,-
HOMEXPRESS,"Real Estate (PropTech, Construction)","Data Analytics - Big Data, Software, Web or Mobile Application",Attica,4,-
HOMI,"Real Estate (PropTech, Construction)","Software, Web or Mobile Application",Attica,7,-
HOOLIE FOUNDATION BROKERS - SOFTWARE DEVELOPMENT P.C,InsurTech - Insurance,"AI, Other, Web or Mobile Application",Attica,4,-
Hosthub Inc,Travel / Hospitality / Leisure,"AI, Data Analytics - Big Data, Software, Web or Mobile Application",Attica,17,730K
Hotellisense IKE,Travel / Hospitality / Leisure,Data Analytics - Big Data,Central Greece,7,-
